say.core=> (time (sila/create-world! :env "/srv/say_sila/weka/tweets/tweets.all.env.2019-Q4-2020-Q1Q2.unkown.U01.arff" "/srv/say_sila/weka/tweets/tweets.all.env.2019-Q4-2020-Q1Q2.unkown.S02.arff"))
2020-12-18 08:32:22.126   INFO: #gener          : 3   
2020-12-18 08:32:22.127   INFO: climate-sav     : 3   
2020-12-18 08:32:22.127   INFO: #modern         : 3   
2020-12-18 08:32:22.127   INFO: #post           : 3   
2020-12-18 08:32:22.127   INFO: #radio          : 3   
2020-12-18 08:32:22.127   INFO: snow-gener      : 3   
2020-12-18 08:32:22.127   INFO: #inform         : 3   
2020-12-18 08:32:22.128   INFO: energy-environ  : 3   
2020-12-18 08:32:22.128   INFO: #nbc            : 2   
2020-12-18 08:32:22.128   INFO: change-influenc : 2   
2020-12-18 08:32:22.128   INFO: #event          : 2   
2020-12-18 08:32:22.128   INFO: air-pollut      : 2   
2020-12-18 08:32:22.128   INFO: small-scal      : 2   
2020-12-18 08:32:22.129   INFO: keith           : 2   
2020-12-18 08:32:22.129   INFO: #walk           : 2   
2020-12-18 08:32:22.129   INFO: record-high     : 2   
2020-12-18 08:32:22.129   INFO: #produc         : 2   
2020-12-18 08:32:22.129   INFO: #drive          : 2   
2020-12-18 08:32:22.129   INFO: #snowstorm      : 2   
2020-12-18 08:32:22.130   INFO: #electron       : 2   
2020-12-18 08:32:22.130   INFO: #print          : 2   
2020-12-18 08:32:22.130   INFO: energy-effici   : 2   
2020-12-18 08:32:22.130   INFO: low-emiss       : 2   
2020-12-18 08:32:22.130   INFO: greenhouse-ga   : 2   
2020-12-18 08:32:22.130   INFO: #comment        : 2   
2020-12-18 08:32:22.131   INFO: #onlin          : 2   
2020-12-18 08:32:22.131   INFO: environment-mind: 2   
2020-12-18 08:32:22.131   INFO: single-issu     : 2   
2020-12-18 08:32:22.131   INFO: #prioriti       : 2   
2020-12-18 08:32:22.131   INFO: protector       : 2   
2020-12-18 08:32:22.131   INFO: climate-warm    : 2   
2020-12-18 08:32:22.132   INFO: oil-industri    : 2   
2020-12-18 08:32:22.132   INFO: #household      : 2   
2020-12-18 08:32:22.132   INFO: water-sav       : 2   
2020-12-18 08:32:22.132   INFO: #treati         : 2   
2020-12-18 08:32:22.132   INFO: #program        : 2   
2020-12-18 08:32:22.133   INFO: #gasolin        : 2   
2020-12-18 08:32:22.133   INFO: post-modern     : 2   
2020-12-18 08:32:22.133   INFO: #eastern        : 2   
2020-12-18 08:32:22.133   INFO: #sad            : 2   
2020-12-18 08:32:22.133   INFO: #question       : 2   
2020-12-18 08:32:22.133   INFO: #climateg       : 2   
2020-12-18 08:32:22.134   INFO: helpless        : 2   
2020-12-18 08:32:22.134   INFO: #advic          : 2   
2020-12-18 08:32:22.134   INFO: certainti       : 2   
2020-12-18 08:32:22.134   INFO: cost-sav        : 1   
2020-12-18 08:32:22.134   INFO: water-pollut    : 1   
2020-12-18 08:32:22.135   INFO: locally-sourc   : 1   
2020-12-18 08:32:22.135   INFO: #unit           : 1   
2020-12-18 08:32:22.135   INFO: currently-act   : 1   
2020-12-18 08:32:22.135   INFO: today-us        : 1   
2020-12-18 08:32:22.135   INFO: #independ       : 1   
2020-12-18 08:32:22.135   INFO: nature-friend   : 1   
2020-12-18 08:32:22.136   INFO: carbon-sav      : 1   
2020-12-18 08:32:22.136   INFO: #person         : 1   
2020-12-18 08:32:22.136   INFO: #degre          : 1   
2020-12-18 08:32:22.136   INFO: #realli         : 1   
2020-12-18 08:32:22.136   INFO: #today          : 1   
2020-12-18 08:32:22.137   INFO: #wall           : 1   
2020-12-18 08:32:22.137   INFO: #now            : 1   
2020-12-18 08:32:22.137   INFO: world-sav       : 1   
2020-12-18 08:32:22.137   INFO: #high           : 1   
2020-12-18 08:32:22.137   INFO: china-environment: 1   
2020-12-18 08:32:22.137   INFO: glenn           : 1   
2020-12-18 08:32:22.138   INFO: #cost           : 1   
2020-12-18 08:32:22.138   INFO: #nature_world   : 1   
2020-12-18 08:32:22.138   INFO: air-condit      : 1   
2020-12-18 08:32:22.138   INFO: high-emiss      : 1   
2020-12-18 08:32:22.138   INFO: gasoline-pow    : 1   
2020-12-18 08:32:22.139   INFO: downturn        : 1   
2020-12-18 08:32:22.139   INFO: #save_wat       : 1   
2020-12-18 08:32:22.139   INFO: #sign           : 1   
2020-12-18 08:32:22.139   INFO: #phone          : 1   
2020-12-18 08:32:22.139   INFO: high-prior      : 1   
2020-12-18 08:32:22.139   INFO: #show           : 1   
2020-12-18 08:32:22.140   INFO: #provid         : 1   
2020-12-18 08:32:22.140   INFO: #beverag        : 1   
2020-12-18 08:32:22.140   INFO: cost-effici     : 1   
2020-12-18 08:32:22.140   INFO: record-larg     : 1   
2020-12-18 08:32:22.140   INFO: #volunteer      : 1   
2020-12-18 08:32:22.140   INFO: tvs             : 1   
2020-12-18 08:32:22.141   INFO: environment-harm: 1   
2020-12-18 08:32:22.141   INFO: record-warm     : 1   
2020-12-18 08:32:22.141   INFO: environmentally-mind: 1   
2020-12-18 08:32:22.141   INFO: energy-produc   : 1   
2020-12-18 08:32:22.141   INFO: #human_develop  : 1   
2020-12-18 08:32:22.141   INFO: light-year      : 1   
2020-12-18 08:32:22.142   INFO: brush           : 1   
2020-12-18 08:32:22.142   INFO: climate-polici  : 1   
2020-12-18 08:32:22.142   INFO: #incom          : 1   
2020-12-18 08:32:22.142   INFO: high-pollut     : 1   
2020-12-18 08:32:22.142   INFO: climate-act     : 1   
2020-12-18 08:32:22.142   INFO: #low            : 1   
2020-12-18 08:32:22.142   INFO: environmentally-respons: 1   
2020-12-18 08:32:22.143   INFO: community-gener : 1   
2020-12-18 08:32:22.143   INFO: #factor         : 1   
2020-12-18 08:32:22.143   INFO: countdown       : 1   
2020-12-18 08:32:22.143   INFO: unclear         : 1   
2020-12-18 08:32:22.143   INFO: renewable-energi: 1   
2020-12-18 08:32:22.143   INFO: #maddow         : 1   
2020-12-18 08:32:22.143   INFO: #individu       : 1   
2020-12-18 08:32:22.144   INFO: fluoresc        : 1   
2020-12-18 08:32:22.144   INFO: #dioxid         : 1   
2020-12-18 08:32:22.144   INFO: #wash           : 1   
2020-12-18 08:32:22.144   INFO: wind-pow        : 1   
2020-12-18 08:32:22.144   INFO: high-effici     : 1   
2020-12-18 08:32:22.144   INFO: money-sav       : 1   
2020-12-18 08:32:22.144   INFO: re-us           : 1   
2020-12-18 08:32:22.145   INFO: gasolin         : 1   
2020-12-18 08:32:22.145   INFO: #environment_stori: 1   
2020-12-18 08:32:22.145   INFO: #air_pollut     : 1   
2020-12-18 08:32:22.145   INFO: wind-energi     : 1   
2020-12-18 08:32:22.145   INFO: #abc            : 1   
2020-12-18 08:32:22.145   INFO: #shape          : 1   
2020-12-18 08:32:22.145   INFO: surcharg        : 1   
